7.312665e+02,7.453899e+02,7.415369e+02,7.468788e+02,7.451724e+02,7.366711e+02,7.411875e+02,7.349086e+02,7.202180e+02,7.296970e+02,7.285308e+02,7.266950e+02,7.344628e+02,7.301193e+02,7.211556e+02,
7.216370e+02,7.258612e+02,7.260914e+02,7.358791e+02,7.378946e+02,7.311192e+02,7.266515e+02,7.297524e+02,7.293570e+02,7.244401e+02,7.171156e+02,7.124023e+02,7.419443e+02,7.361542e+02,7.263746e+02,
7.239326e+02,7.305532e+02,7.229160e+02,7.291342e+02,7.164788e+02,7.049983e+02,7.287349e+02,7.234038e+02,7.219488e+02,7.133930e+02,7.193951e+02,7.218163e+02,7.212433e+02,7.055901e+02,7.269940e+02,
7.144731e+02,7.226340e+02,7.157917e+02,7.051827e+02,7.109140e+02,7.171871e+02,7.213625e+02,7.132442e+02,7.156947e+02,7.142945e+02,7.258529e+02,7.008254e+02,7.130806e+02,7.160791e+02,7.196262e+02,
7.156009e+02,7.194110e+02,7.195948e+02,7.207559e+02,7.094791e+02,7.083974e+02,7.089389e+02,7.176204e+02,7.015436e+02,7.091044e+02,6.997648e+02,7.115372e+02,7.151606e+02,7.200470e+02,7.068425e+02,
7.040694e+02,7.153775e+02,6.996895e+02,6.886413e+02,7.207102e+02,7.170548e+02,7.155589e+02,7.167551e+02,7.093488e+02,7.063305e+02,7.113785e+02,7.270375e+02,7.034535e+02,6.841583e+02,7.267541e+02,
7.085266e+02,7.189927e+02,6.983688e+02,7.165078e+02,7.131675e+02,6.990507e+02,7.033622e+02,7.049394e+02,6.966728e+02,6.778484e+02,6.993243e+02,6.958158e+02,7.147254e+02,7.014904e+02,6.996114e+02,
7.112936e+02,6.867885e+02,7.150926e+02,7.251242e+02,6.920855e+02,7.203892e+02,7.057430e+02,7.048441e+02,7.100058e+02,7.156828e+02,7.064276e+02,6.902694e+02,7.087947e+02,7.140418e+02,6.913259e+02,
6.945570e+02,7.076536e+02,6.972298e+02,7.193582e+02,6.685328e+02,7.112809e+02,7.155323e+02,6.923483e+02,6.957300e+02,7.100707e+02,7.001715e+02,7.125974e+02,6.828840e+02,7.221676e+02,6.938456e+02,
7.045033e+02,7.096655e+02,
