1.006595e+05,9.644054e+04,8.460908e+04,8.498911e+04,1.023689e+05,8.789610e+04,9.355045e+04,9.673910e+04,8.942942e+04,9.971812e+04,8.440861e+04,1.006855e+05,9.413108e+04,8.609152e+04,9.216087e+04,
8.895608e+04,7.125753e+04,7.632609e+04,8.496200e+04,8.601381e+04,8.186009e+04,7.758496e+04,8.231784e+04,7.615457e+04,8.112024e+04,7.916983e+04,8.180803e+04,8.587463e+04,8.275585e+04,6.957866e+04,
7.084001e+04,8.145441e+04,7.617290e+04,7.969068e+04,5.873507e+04,7.952097e+04,6.923369e+04,6.558542e+04,7.263583e+04,6.733294e+04,8.266150e+04,6.936196e+04,6.636652e+04,8.105721e+04,7.474886e+04,
7.697089e+04,6.846642e+04,6.862953e+04,6.869189e+04,7.148598e+04,7.102928e+04,7.248149e+04,6.247615e+04,6.448759e+04,7.273107e+04,6.109172e+04,6.057196e+04,7.388242e+04,6.892524e+04,6.955576e+04,
6.596970e+04,6.400870e+04,6.139847e+04,6.853650e+04,7.264712e+04,6.328696e+04,6.464280e+04,6.686145e+04,7.379778e+04,6.972467e+04,6.983560e+04,6.399308e+04,6.682094e+04,4.971821e+04,6.192001e+04,
6.467470e+04,6.586213e+04,6.314604e+04,5.801776e+04,6.700399e+04,6.340337e+04,5.314451e+04,5.824913e+04,6.652381e+04,7.044790e+04,6.349157e+04,6.018590e+04,5.912218e+04,6.890567e+04,7.129260e+04,
6.146189e+04,4.822880e+04,5.737162e+04,6.076511e+04,6.157037e+04,5.674589e+04,6.435577e+04,5.925920e+04,5.964077e+04,5.592196e+04,6.012253e+04,5.654097e+04,6.039731e+04,5.844234e+04,5.649577e+04,
5.242962e+04,5.505106e+04,5.623709e+04,5.498874e+04,4.710718e+04,5.666189e+04,5.760638e+04,4.764175e+04,6.061027e+04,5.508499e+04,6.082727e+04,5.428432e+04,6.251444e+04,6.603771e+04,5.669666e+04,
6.752023e+04,6.203605e+04,6.030064e+04,6.258391e+04,5.788583e+04,6.517902e+04,5.299136e+04,5.486995e+04,5.574872e+04,5.682534e+04,5.669159e+04,5.710652e+04,6.831755e+04,5.634351e+04,5.284040e+04,
5.877769e+04,5.029873e+04,4.713981e+04,5.764666e+04,5.680214e+04,5.577711e+04,5.327783e+04,5.693656e+04,5.764124e+04,5.052839e+04,5.657593e+04,5.115925e+04,5.873976e+04,6.178471e+04,4.679875e+04,
5.856824e+04,4.791281e+04,5.516579e+04,5.909936e+04,5.733897e+04,5.612227e+04,5.797909e+04,5.409041e+04,5.500893e+04,5.719114e+04,5.771003e+04,5.157303e+04,5.705793e+04,5.528455e+04,5.963941e+04,
5.812294e+04,5.464650e+04,4.824138e+04,5.740875e+04,5.322909e+04,5.359300e+04,5.955398e+04,5.501096e+04,5.161436e+04,5.486792e+04,5.347232e+04,5.503614e+04,4.902266e+04,5.018054e+04,4.188589e+04,
4.710425e+04,4.881010e+04,5.268913e+04,5.167961e+04,5.682030e+04,4.368782e+04,5.223616e+04,4.801675e+04,5.313456e+04,5.654842e+04,6.601670e+04,4.701348e+04,5.124787e+04,4.355790e+04,5.255500e+04,
5.103262e+04,4.802044e+04,5.248365e+04,5.572512e+04,4.294061e+04,5.661344e+04,4.834142e+04,5.264615e+04,5.687020e+04,5.264894e+04,4.423595e+04,3.939634e+04,4.906169e+04,6.109525e+04,5.481554e+04,
5.546787e+04,4.861301e+04,4.777271e+04,4.419525e+04,5.152901e+04,5.113190e+04,4.839791e+04,6.026224e+04,4.736133e+04,5.733855e+04,5.230511e+04,4.388460e+04,4.670775e+04,6.090066e+04,5.190097e+04,
5.021949e+04,4.449245e+04,4.485693e+04,4.679541e+04,4.782570e+04,5.331006e+04,4.632622e+04,4.547700e+04,4.896546e+04,4.362657e+04,5.143346e+04,5.068661e+04,4.523503e+04,4.967720e+04,4.894438e+04,
4.756811e+04,5.359778e+04,5.545469e+04,5.308352e+04,5.375331e+04,4.617887e+04,4.177998e+04,6.125741e+04,4.472546e+04,4.936601e+04,5.060599e+04,4.703957e+04,4.870396e+04,4.068051e+04,4.400200e+04,
4.830704e+04,4.622967e+04,4.848604e+04,4.670584e+04,4.851407e+04,5.445879e+04,5.492159e+04,6.075569e+04,4.671766e+04,4.933197e+04,4.909884e+04,5.308978e+04,4.378768e+04,5.205574e+04,5.086840e+04,
5.201757e+04,4.887853e+04,4.596718e+04,5.447719e+04,4.997757e+04,5.181131e+04,4.576917e+04,4.529874e+04,5.217695e+04,4.582426e+04,4.490234e+04,5.213554e+04,4.765061e+04,5.787600e+04,5.267182e+04,
5.419676e+04,4.479187e+04,4.539432e+04,4.537087e+04,4.308051e+04,4.788585e+04,5.422477e+04,4.543860e+04,5.499448e+04,5.576330e+04,4.142171e+04,4.693357e+04,5.038766e+04,4.544925e+04,4.044563e+04,
