2.657039e+03,2.372296e+03,2.484452e+03,2.636427e+03,2.417952e+03,2.449570e+03,2.657472e+03,2.772508e+03,2.632251e+03,2.666009e+03,2.413906e+03,2.564299e+03,2.555704e+03,2.527178e+03,2.666596e+03,
2.370286e+03,2.376863e+03,2.331504e+03,2.201199e+03,2.113286e+03,2.244725e+03,2.300066e+03,2.166870e+03,2.562470e+03,2.383519e+03,2.245218e+03,2.041587e+03,2.521855e+03,2.238240e+03,2.191325e+03,
1.952050e+03,2.179236e+03,1.874367e+03,2.047972e+03,1.938846e+03,2.232019e+03,2.194936e+03,1.910216e+03,2.140608e+03,2.064658e+03,1.958917e+03,1.994364e+03,2.135283e+03,2.082177e+03,2.108265e+03,
2.082731e+03,2.088840e+03,2.071602e+03,1.820719e+03,1.884402e+03,2.056650e+03,1.783095e+03,1.894228e+03,2.035274e+03,1.791337e+03,1.901297e+03,1.863935e+03,1.871159e+03,1.888286e+03,1.876597e+03,
1.957298e+03,1.700180e+03,1.760252e+03,1.891503e+03,1.823946e+03,1.735823e+03,1.844979e+03,1.981674e+03,1.821502e+03,1.813952e+03,1.862169e+03,1.842231e+03,1.629055e+03,1.999503e+03,1.810172e+03,
1.636926e+03,1.763491e+03,1.621734e+03,1.809242e+03,1.741140e+03,1.871606e+03,1.569226e+03,1.553947e+03,1.745713e+03,1.872291e+03,1.728444e+03,1.719944e+03,1.762285e+03,1.827458e+03,1.760900e+03,
1.659192e+03,1.581310e+03,1.562099e+03,1.802396e+03,1.489308e+03,1.575181e+03,1.684624e+03,1.563648e+03,1.692942e+03,1.682448e+03,1.771776e+03,1.783257e+03,1.800492e+03,1.640883e+03,1.773666e+03,
1.644539e+03,1.485685e+03,1.633368e+03,1.689568e+03,1.672561e+03,1.676511e+03,1.474184e+03,1.621752e+03,1.728545e+03,1.557182e+03,1.449616e+03,1.497760e+03,1.683592e+03,1.739271e+03,1.694363e+03,
1.460338e+03,1.608259e+03,1.636202e+03,1.321229e+03,1.575128e+03,1.395261e+03,1.563175e+03,1.658837e+03,1.522895e+03,1.481898e+03,1.499614e+03,1.690067e+03,1.701866e+03,1.620549e+03,1.427646e+03,
1.501942e+03,1.679447e+03,1.577857e+03,1.426353e+03,1.521906e+03,1.504952e+03,1.588681e+03,1.519823e+03,1.737901e+03,1.458303e+03,1.556154e+03,1.600060e+03,1.500134e+03,1.450138e+03,1.625742e+03,
1.434356e+03,1.665205e+03,1.532529e+03,1.428602e+03,1.502441e+03,1.597194e+03,1.500927e+03,1.565493e+03,1.633874e+03,1.644201e+03,1.537787e+03,1.449295e+03,1.704802e+03,1.561146e+03,1.409450e+03,
1.502115e+03,1.570783e+03,1.387585e+03,1.606429e+03,1.381770e+03,1.463904e+03,1.498533e+03,1.414890e+03,1.463198e+03,1.441028e+03,1.500005e+03,1.593934e+03,1.600964e+03,1.412450e+03,1.423017e+03,
1.413288e+03,1.233159e+03,1.524407e+03,1.298359e+03,1.446649e+03,1.412630e+03,1.334944e+03,1.526833e+03,1.342428e+03,1.432762e+03,1.455400e+03,1.352239e+03,1.526723e+03,1.502304e+03,1.631799e+03,
1.478720e+03,1.610713e+03,1.302511e+03,1.448189e+03,1.414795e+03,1.266266e+03,1.379864e+03,1.405666e+03,1.356047e+03,1.368026e+03,1.505015e+03,1.346220e+03,1.444629e+03,1.479179e+03,1.301096e+03,
1.312910e+03,1.439250e+03,1.386779e+03,1.287127e+03,1.509878e+03,1.493624e+03,1.455134e+03,1.294944e+03,1.325539e+03,1.262311e+03,1.354809e+03,1.367661e+03,1.399425e+03,1.346266e+03,1.357663e+03,
1.391815e+03,1.413942e+03,1.312656e+03,1.410299e+03,1.326421e+03,1.307026e+03,1.283236e+03,1.210064e+03,1.201320e+03,1.254764e+03,1.210716e+03,1.179092e+03,1.446859e+03,1.438894e+03,1.228263e+03,
1.313055e+03,1.246717e+03,1.398831e+03,1.342024e+03,1.378154e+03,1.251681e+03,1.254242e+03,1.361727e+03,1.361505e+03,1.428488e+03,1.411262e+03,1.158506e+03,1.357378e+03,1.482335e+03,1.284243e+03,
1.150529e+03,1.274447e+03,1.137419e+03,1.245087e+03,1.308557e+03,1.255790e+03,1.291660e+03,1.207898e+03,1.459920e+03,1.182982e+03,1.355443e+03,1.217544e+03,1.315199e+03,1.282904e+03,1.226728e+03,
1.364829e+03,1.211950e+03,1.182746e+03,1.304246e+03,1.331328e+03,1.343191e+03,1.289327e+03,1.286130e+03,1.222112e+03,1.208781e+03,1.234950e+03,1.373189e+03,1.289738e+03,1.208944e+03,1.310396e+03,
1.376327e+03,1.332821e+03,1.180532e+03,1.243479e+03,1.134235e+03,1.308601e+03,1.363729e+03,1.310214e+03,1.317716e+03,1.318695e+03,1.317336e+03,1.281164e+03,1.027925e+03,1.437109e+03,1.145610e+03,
